Post Url,Likes,"Comments,collections",shares,Views,Post Date,selfkoc,video_id
https://www.tiktok.com/@demps.8i/video/7478737994133065006,24,1,0,1222,2025-03-07,@demps.8i,7478737994133065006
https://www.tiktok.com/@obadia.goodman/video/7478685914286394667,29,1,2,914,2025-03-07,@obadia.goodman,7478685914286394667
https://www.tiktok.com/@ironease8/video/7478685931231333674,13,0,0,1149,2025-03-07,@ironease8,7478685931231333674
https://www.tiktok.com/@eeds1u/video/7478687856974712110,12,1,0,921,2025-03-07,@eeds1u,7478687856974712110
https://www.tiktok.com/@xochitlpadmore/video/7478527822307314951,0,0,0,1,2025-03-07,@xochitlpadmore,7478527822307314951
https://www.tiktok.com/@neakasamagic1/video/7478747045613014318,8,0,1,4840,2025-03-07,@neakasamagic1,7478747045613014318
https://www.tiktok.com/@dalmixqgivy/video/7478746489309859118,0,0,0,790,2025-03-07,@dalmixqgivy,7478746489309859118
https://www.tiktok.com/@dalmixqgivy/video/7478528020618218795,1,0,0,2391,2025-03-07,@dalmixqgivy,7478528020618218795
https://www.tiktok.com/@dug20315fpo/video/7478698628098411822,16,0,0,1007,2025-03-07,@dug20315fpo,7478698628098411822
https://www.tiktok.com/@iciarykrr18/video/7478698638667992362,7,0,1,690,2025-03-07,@iciarykrr18,7478698638667992362
https://www.tiktok.com/@alardo.richter/video/7478698624763890986,31,1,0,981,2025-03-07,@alardo.richter,7478698624763890986
https://www.tiktok.com/@eeds1g/video/7478332483277425966,11,0,1,997,2025-03-06,@eeds1g,7478332483277425966
https://www.tiktok.com/@demps.8i/video/7478520047091289390,14,1,0,903,2025-03-06,@demps.8i,7478520047091289390
https://www.tiktok.com/@demps.8i/video/7478324384411831598,25,0,2,1477,2025-03-06,@demps.8i,7478324384411831598
https://www.tiktok.com/@obadia.goodman/video/7478497611394141486,11,0,2,772,2025-03-06,@obadia.goodman,7478497611394141486
https://www.tiktok.com/@obadia.goodman/video/7478323951626702126,12,0,1,953,2025-03-06,@obadia.goodman,7478323951626702126
https://www.tiktok.com/@ironease8/video/7478497468469005614,15,0,0,1003,2025-03-06,@ironease8,7478497468469005614
https://www.tiktok.com/@ironease8/video/7478322761811676459,1,0,0,52,2025-03-06,@ironease8,7478322761811676459
https://www.tiktok.com/@eeds1u/video/7478497575461489966,26,1,2,913,2025-03-06,@eeds1u,7478497575461489966
https://www.tiktok.com/@eeds1u/video/7478327902673571118,16,0,1,1138,2025-03-06,@eeds1u,7478327902673571118
https://www.tiktok.com/@xochitlpadmore/video/7478283705228758290,0,0,0,0,2025-03-06,@xochitlpadmore,7478283705228758290
https://www.tiktok.com/@xochitlpadmore/video/7478157609883815176,0,0,0,6,2025-03-06,@xochitlpadmore,7478157609883815176
https://www.tiktok.com/@neakasamagic1/video/7478286387771477290,2,1,1,158,2025-03-06,@neakasamagic1,7478286387771477290
https://www.tiktok.com/@neakasamagic1/video/7478160176185347374,7,3,1,522,2025-03-06,@neakasamagic1,7478160176185347374
https://www.tiktok.com/@dalmixqgivy/video/7478283305381825838,0,0,0,3924,2025-03-06,@dalmixqgivy,7478283305381825838
https://www.tiktok.com/@dalmixqgivy/video/7478157680809643310,1,0,0,2462,2025-03-06,@dalmixqgivy,7478157680809643310
https://www.tiktok.com/@dug20315fpo/video/7478328217238113579,17,0,1,915,2025-03-06,@dug20315fpo,7478328217238113579
https://www.tiktok.com/@iciarykrr18/video/7478328131661647150,6,0,0,177,2025-03-06,@iciarykrr18,7478328131661647150
https://www.tiktok.com/@alardo.richter/video/7478328173839732014,55,0,1,1349,2025-03-06,@alardo.richter,7478328173839732014
https://www.tiktok.com/@eeds1g/video/7477962218538290478,39,1,1,903,2025-03-05,@eeds1g,7477962218538290478
https://www.tiktok.com/@demps.8i/video/7477973864946044206,15,0,0,1132,2025-03-05,@demps.8i,7477973864946044206
https://www.tiktok.com/@obadia.goodman/video/7477973459792923947,28,1,0,946,2025-03-05,@obadia.goodman,7477973459792923947
https://www.tiktok.com/@ironease8/video/7477973261100305707,7,1,0,1012,2025-03-05,@ironease8,7477973261100305707
https://www.tiktok.com/@eeds1u/video/7477973391937424686,13,0,0,1014,2025-03-05,@eeds1u,7477973391937424686
https://www.tiktok.com/@xochitlpadmore/video/7477963931244383495,0,0,0,0,2025-03-05,@xochitlpadmore,7477963931244383495
https://www.tiktok.com/@neakasamagic1/video/7477964207951072554,10,3,1,627,2025-03-05,@neakasamagic1,7477964207951072554
https://www.tiktok.com/@dalmixqgivy/video/7477963394255998250,15,3,1,300,2025-03-05,@dalmixqgivy,7477963394255998250
https://www.tiktok.com/@dug20315fpo/video/7477961346408287534,16,0,0,1457,2025-03-05,@dug20315fpo,7477961346408287534
https://www.tiktok.com/@iciarykrr18/video/7477961382965611819,15,1,0,338,2025-03-05,@iciarykrr18,7477961382965611819
https://www.tiktok.com/@alardo.richter/video/7477961367882829099,12,1,0,934,2025-03-05,@alardo.richter,7477961367882829099
https://www.tiktok.com/@eeds1g/video/7477776237939805483,40,0,0,880,2025-03-04,@eeds1g,7477776237939805483
https://www.tiktok.com/@demps.8i/video/7477775238441372974,37,0,0,845,2025-03-04,@demps.8i,7477775238441372974
https://www.tiktok.com/@demps.8i/video/7477614927859993898,12,0,0,942,2025-03-04,@demps.8i,7477614927859993898
https://www.tiktok.com/@obadia.goodman/video/7477775395937520942,7,0,0,777,2025-03-04,@obadia.goodman,7477775395937520942
https://www.tiktok.com/@ironease8/video/7477775354115935534,13,0,0,875,2025-03-04,@ironease8,7477775354115935534
https://www.tiktok.com/@eeds1u/video/7477775170632142126,7,0,0,1214,2025-03-04,@eeds1u,7477775170632142126
https://www.tiktok.com/@dug20315fpo/video/7477776277982940462,12,0,0,804,2025-03-04,@dug20315fpo,7477776277982940462
https://www.tiktok.com/@iciarykrr18/video/7477777349996449066,7,1,0,279,2025-03-04,@iciarykrr18,7477777349996449066
https://www.tiktok.com/@alardo.richter/video/7477776295112477998,12,4,3,1037,2025-03-04,@alardo.richter,7477776295112477998
https://www.tiktok.com/@eeds1u/video/7477595616143527210,2,0,0,75,2025-03-03,@eeds1u,7477595616143527210
https://www.tiktok.com/@obadia.goodman/video/7477595515325074731,2,0,0,47,2025-03-03,@obadia.goodman,7477595515325074731
https://www.tiktok.com/@iciarykrr18/video/7477592924503706926,1,0,0,87,2025-03-03,@iciarykrr18,7477592924503706926
https://www.tiktok.com/@dug20315fpo/video/7477592884510870826,10,0,0,316,2025-03-03,@dug20315fpo,7477592884510870826
https://www.tiktok.com/@ironease8/video/7477592071746948398,2,0,0,231,2025-03-03,@ironease8,7477592071746948398
https://www.tiktok.com/@eeds1g/video/7477593035837050158,4,0,0,117,2025-03-03,@eeds1g,7477593035837050158
https://www.tiktok.com/@alardo.richter/video/7477592964508929326,0,0,0,0,2025-03-03,@alardo.richter,7477592964508929326
https://www.tiktok.com/@dalmixqgivy/video/7477234720716164395,2,0,1,2509,2025-03-02,@dalmixqgivy,7477234720716164395
https://www.tiktok.com/@neakasamagic1/video/7477235274880175406,8,1,2,313,2025-03-02,@neakasamagic1,7477235274880175406
https://www.tiktok.com/@xochitlpadmore/video/7477234399046585618,0,0,0,0,2025-03-02,@xochitlpadmore,7477234399046585618
https://www.tiktok.com/@alardo.richter/video/7477214856697892142,14,0,1,1084,2025-03-02,@alardo.richter,7477214856697892142
https://www.tiktok.com/@luckily077/video/7477214965628194094,44,0,2,998,2025-03-02,@luckily077,7477214965628194094
https://www.tiktok.com/@eeds1g/video/7477215391362682154,36,1,0,1192,2025-03-02,@eeds1g,7477215391362682154
https://www.tiktok.com/@dug20315fpo/video/7477214870165966126,20,0,4,987,2025-03-02,@dug20315fpo,7477214870165966126
https://www.tiktok.com/@iciarykrr18/video/7477214834359029035,4,0,1,412,2025-03-02,@iciarykrr18,7477214834359029035
https://www.tiktok.com/@alardo.richter/video/7476473199736180011,17,0,1,1724,2025-02-28,@alardo.richter,7476473199736180011
https://www.tiktok.com/@luckily077/video/7476473255084477742,30,0,6,876,2025-02-28,@luckily077,7476473255084477742
https://www.tiktok.com/@eeds1g/video/7476473853317827886,32,4,2,2410,2025-02-28,@eeds1g,7476473853317827886
https://www.tiktok.com/@demps.8i/video/7476468064138202414,18,0,1,880,2025-02-28,@demps.8i,7476468064138202414
https://www.tiktok.com/@obadia.goodman/video/7476467159766502702,19,0,1,935,2025-02-28,@obadia.goodman,7476467159766502702
https://www.tiktok.com/@ironease8/video/7476466888315358510,18,0,1,829,2025-02-28,@ironease8,7476466888315358510
https://www.tiktok.com/@eeds1u/video/7476465676048256302,12,0,1,1033,2025-02-28,@eeds1u,7476465676048256302
https://www.tiktok.com/@neakasamagic1/video/7476444805896391982,6,0,0,456,2025-02-28,@neakasamagic1,7476444805896391982
https://www.tiktok.com/@dalmixqgivy/video/7476445303416114478,2,1,2,276,2025-02-28,@dalmixqgivy,7476445303416114478
https://www.tiktok.com/@willexkn44s/video/7476464537168825630,7,0,0,259,2025-02-28,@willexkn44s,7476464537168825630
https://www.tiktok.com/@dug20315fpo/video/7476471878253661483,19,0,1,1148,2025-02-28,@dug20315fpo,7476471878253661483
https://www.tiktok.com/@iciarykrr18/video/7476473109860633899,8,0,0,412,2025-02-28,@iciarykrr18,7476473109860633899
https://www.tiktok.com/@alardo.richter/video/7476104356216098094,0,0,1,139,2025-02-27,@alardo.richter,7476104356216098094
https://www.tiktok.com/@alardo.richter/video/7475924807817628970,35,1,1,888,2025-02-27,@alardo.richter,7475924807817628970
https://www.tiktok.com/@alardo.richter/video/7475741419039165739,19,0,0,856,2025-02-27,@alardo.richter,7475741419039165739
https://www.tiktok.com/@luckily077/video/7476104235235544366,17,0,0,776,2025-02-27,@luckily077,7476104235235544366
https://www.tiktok.com/@luckily077/video/7475741240806591790,31,1,1,1324,2025-02-27,@luckily077,7475741240806591790
https://www.tiktok.com/@eeds1g/video/7476104156281851182,23,1,1,813,2025-02-27,@eeds1g,7476104156281851182
https://www.tiktok.com/@eeds1g/video/7475741392581512491,24,0,0,1122,2025-02-27,@eeds1g,7475741392581512491
https://www.tiktok.com/@demps.8i/video/7476099392831802667,10,1,0,864,2025-02-27,@demps.8i,7476099392831802667
https://www.tiktok.com/@demps.8i/video/7475916881464003882,30,0,0,807,2025-02-27,@demps.8i,7475916881464003882
https://www.tiktok.com/@obadia.goodman/video/7476099156998901038,17,0,1,951,2025-02-27,@obadia.goodman,7476099156998901038
https://www.tiktok.com/@obadia.goodman/video/7475919936238423339,25,0,0,1179,2025-02-27,@obadia.goodman,7475919936238423339
https://www.tiktok.com/@ironease8/video/7476100178206887214,16,0,2,805,2025-02-27,@ironease8,7476100178206887214
https://www.tiktok.com/@ironease8/video/7475915756878761259,40,0,2,776,2025-02-27,@ironease8,7475915756878761259
https://www.tiktok.com/@eeds1u/video/7476099274976038187,37,0,1,1219,2025-02-27,@eeds1u,7476099274976038187
https://www.tiktok.com/@eeds1u/video/7475918726391581998,64,0,1,832,2025-02-27,@eeds1u,7475918726391581998
https://www.tiktok.com/@dalmixqgivy/video/7476044052765494574,2,0,0,3847,2025-02-27,@dalmixqgivy,7476044052765494574
https://www.tiktok.com/@willexkn44s/video/7476099423026597151,25,0,2,971,2025-02-27,@willexkn44s,7476099423026597151
https://www.tiktok.com/@willexkn44s/video/7475917147961707807,8,0,0,191,2025-02-27,@willexkn44s,7475917147961707807
https://www.tiktok.com/@dug20315fpo/video/7476103318763261226,2,0,0,478,2025-02-27,@dug20315fpo,7476103318763261226
https://www.tiktok.com/@iciarykrr18/video/7476103978984541486,4,0,0,330,2025-02-27,@iciarykrr18,7476103978984541486
https://www.tiktok.com/@demps.8i/video/7475731848585481518,13,0,0,909,2025-02-26,@demps.8i,7475731848585481518
https://www.tiktok.com/@obadia.goodman/video/7475729016478256430,20,0,0,1248,2025-02-26,@obadia.goodman,7475729016478256430
https://www.tiktok.com/@obadia.goodman/video/7475556048372288810,0,0,0,2452,2025-02-26,@obadia.goodman,7475556048372288810
https://www.tiktok.com/@ironease8/video/7475729921013321002,31,0,2,790,2025-02-26,@ironease8,7475729921013321002
https://www.tiktok.com/@ironease8/video/7475525116030438702,2,0,0,153,2025-02-26,@ironease8,7475525116030438702
https://www.tiktok.com/@eeds1u/video/7475729941624114474,42,0,1,1067,2025-02-26,@eeds1u,7475729941624114474
https://www.tiktok.com/@xochitlpadmore/video/7475682032304131336,2,0,0,305,2025-02-26,@xochitlpadmore,7475682032304131336
https://www.tiktok.com/@neakasamagic1/video/7475679837177548078,51,1,10,1515,2025-02-26,@neakasamagic1,7475679837177548078
https://www.tiktok.com/@dalmixqgivy/video/7475682446902644010,1,0,0,3072,2025-02-26,@dalmixqgivy,7475682446902644010
https://www.tiktok.com/@willexkn44s/video/7475729984603131167,6,0,1,315,2025-02-26,@willexkn44s,7475729984603131167
https://www.tiktok.com/@willexkn44s/video/7475526375277939998,0,0,0,42,2025-02-26,@willexkn44s,7475526375277939998
https://www.tiktok.com/@dug20315fpo/video/7475737177071029547,34,0,0,849,2025-02-26,@dug20315fpo,7475737177071029547
https://www.tiktok.com/@iciarykrr18/video/7475740985037688106,13,2,1,286,2025-02-26,@iciarykrr18,7475740985037688106
https://www.tiktok.com/@alardo.richter/video/7475362748986346798,28,0,1,878,2025-02-25,@alardo.richter,7475362748986346798
https://www.tiktok.com/@alardo.richter/video/7475171249539550510,20,0,2,799,2025-02-25,@alardo.richter,7475171249539550510
https://www.tiktok.com/@luckily077/video/7475365450025766190,11,0,2,332,2025-02-25,@luckily077,7475365450025766190
https://www.tiktok.com/@luckily077/video/7475171451289767214,33,0,1,882,2025-02-25,@luckily077,7475171451289767214
https://www.tiktok.com/@eeds1g/video/7475365495085075754,12,0,0,914,2025-02-25,@eeds1g,7475365495085075754
https://www.tiktok.com/@eeds1g/video/7475170715885440298,39,0,1,854,2025-02-25,@eeds1g,7475170715885440298
https://www.tiktok.com/@demps.8i/video/7475358494410132782,19,0,2,841,2025-02-25,@demps.8i,7475358494410132782
https://www.tiktok.com/@demps.8i/video/7475169587148000558,40,0,3,886,2025-02-25,@demps.8i,7475169587148000558
https://www.tiktok.com/@demps.8i/video/7475002466258685226,40,0,0,1037,2025-02-25,@demps.8i,7475002466258685226
https://www.tiktok.com/@obadia.goodman/video/7475358592942509355,0,0,0,111,2025-02-25,@obadia.goodman,7475358592942509355
https://www.tiktok.com/@obadia.goodman/video/7475170696071564587,3,0,0,123,2025-02-25,@obadia.goodman,7475170696071564587
https://www.tiktok.com/@ironease8/video/7475366526460185902,1,0,0,135,2025-02-25,@ironease8,7475366526460185902
https://www.tiktok.com/@ironease8/video/7475170425794776366,41,0,1,805,2025-02-25,@ironease8,7475170425794776366
https://www.tiktok.com/@eeds1u/video/7475367056267906350,31,0,2,1496,2025-02-25,@eeds1u,7475367056267906350
https://www.tiktok.com/@eeds1u/video/7475171329017122091,12,0,1,346,2025-02-25,@eeds1u,7475171329017122091
https://www.tiktok.com/@xochitlpadmore/video/7475306624832294152,0,0,0,1,2025-02-25,@xochitlpadmore,7475306624832294152
https://www.tiktok.com/@xochitlpadmore/video/7475175020973559048,0,0,0,0,2025-02-25,@xochitlpadmore,7475175020973559048
https://www.tiktok.com/@neakasamagic1/video/7475306580364315946,1,0,0,239,2025-02-25,@neakasamagic1,7475306580364315946
https://www.tiktok.com/@dalmixqgivy/video/7475306364026228011,2,0,0,3667,2025-02-25,@dalmixqgivy,7475306364026228011
https://www.tiktok.com/@willexkn44s/video/7475170115579825438,58,1,2,847,2025-02-25,@willexkn44s,7475170115579825438
https://www.tiktok.com/@dug20315fpo/video/7475362537534459182,22,0,3,902,2025-02-25,@dug20315fpo,7475362537534459182
https://www.tiktok.com/@dug20315fpo/video/7475170505448836395,12,0,0,1095,2025-02-25,@dug20315fpo,7475170505448836395
https://www.tiktok.com/@iciarykrr18/video/7475362496430345515,6,1,0,165,2025-02-25,@iciarykrr18,7475362496430345515
https://www.tiktok.com/@iciarykrr18/video/7475170839198223662,6,0,2,259,2025-02-25,@iciarykrr18,7475170839198223662
https://www.tiktok.com/@eeds1g/video/7474797616531017006,0,0,0,122,2025-02-24,@eeds1g,7474797616531017006
https://www.tiktok.com/@luckily077/video/7474795856953183531,11,0,1,465,2025-02-24,@luckily077,7474795856953183531
https://www.tiktok.com/@alardo.richter/video/7474794815583046958,43,0,1,871,2025-02-24,@alardo.richter,7474794815583046958
https://www.tiktok.com/@alardo.richter/video/7474982300481097006,40,2,1,2829,2025-02-24,@alardo.richter,7474982300481097006
https://www.tiktok.com/@luckily077/video/7474982270726606122,26,1,0,822,2025-02-24,@luckily077,7474982270726606122
https://www.tiktok.com/@eeds1g/video/7474982248626883882,2,0,0,159,2025-02-24,@eeds1g,7474982248626883882
https://www.tiktok.com/@obadia.goodman/video/7474990013638348078,17,1,0,1070,2025-02-24,@obadia.goodman,7474990013638348078
https://www.tiktok.com/@ironease8/video/7474990647951281450,28,0,2,834,2025-02-24,@ironease8,7474990647951281450
https://www.tiktok.com/@eeds1u/video/7474990558566485291,21,0,0,841,2025-02-24,@eeds1u,7474990558566485291
https://www.tiktok.com/@neakasamagic1/video/7474979496039402795,6,0,0,320,2025-02-24,@neakasamagic1,7474979496039402795
https://www.tiktok.com/@dalmixqgivy/video/7474980170521365806,7,0,0,345,2025-02-24,@dalmixqgivy,7474980170521365806
https://www.tiktok.com/@willexkn44s/video/7474991053225954590,29,0,1,980,2025-02-24,@willexkn44s,7474991053225954590
https://www.tiktok.com/@dug20315fpo/video/7474982005436943662,15,1,1,909,2025-02-24,@dug20315fpo,7474982005436943662
https://www.tiktok.com/@iciarykrr18/video/7474982183929695531,3,0,0,283,2025-02-24,@iciarykrr18,7474982183929695531
https://www.tiktok.com/@iciarykrr18/video/7474622417793551658,1,0,0,296,2025-02-23,@iciarykrr18,7474622417793551658
https://www.tiktok.com/@dug20315fpo/video/7474621834495855914,23,1,5,886,2025-02-23,@dug20315fpo,7474621834495855914
https://www.tiktok.com/@xochitlpadmore/video/7474573411688156423,5,1,1,250,2025-02-23,@xochitlpadmore,7474573411688156423
https://www.tiktok.com/@neakasamagic1/video/7474571108805594410,15,0,2,418,2025-02-23,@neakasamagic1,7474571108805594410
https://www.tiktok.com/@dalmixqgivy/video/7474570670916128042,1,0,0,2302,2025-02-23,@dalmixqgivy,7474570670916128042
https://www.tiktok.com/@alardo.richter/video/7473876772690496814,18,0,1,1031,2025-02-22,@alardo.richter,7473876772690496814
https://www.tiktok.com/@luckily077/video/7473877135787134250,25,0,3,855,2025-02-22,@luckily077,7473877135787134250
https://www.tiktok.com/@eeds1g/video/7473877068627840302,40,0,0,954,2025-02-22,@eeds1g,7473877068627840302
https://www.tiktok.com/@demps.8i/video/7473862885203021102,24,0,1,978,2025-02-22,@demps.8i,7473862885203021102
https://www.tiktok.com/@obadia.goodman/video/7473865052043529518,18,0,1,2587,2025-02-22,@obadia.goodman,7473865052043529518
https://www.tiktok.com/@ironease8/video/7473898655528045870,21,1,3,811,2025-02-22,@ironease8,7473898655528045870
https://www.tiktok.com/@eeds1u/video/7473525307610320174,42,0,4,896,2025-02-22,@eeds1u,7473525307610320174
https://www.tiktok.com/@willexkn44s/video/7473898601094139166,19,0,1,842,2025-02-22,@willexkn44s,7473898601094139166
https://www.tiktok.com/@dug20315fpo/video/7473876552900578606,13,0,1,378,2025-02-22,@dug20315fpo,7473876552900578606
https://www.tiktok.com/@iciarykrr18/video/7473877128266894638,40,0,4,869,2025-02-22,@iciarykrr18,7473877128266894638
https://www.tiktok.com/@alardo.richter/video/7473509108273007915,8,0,0,866,2025-02-21,@alardo.richter,7473509108273007915
https://www.tiktok.com/@luckily077/video/7473509828686646571,29,0,1,863,2025-02-21,@luckily077,7473509828686646571
https://www.tiktok.com/@eeds1g/video/7473509786848611630,2,0,0,201,2025-02-21,@eeds1g,7473509786848611630
https://www.tiktok.com/@demps.8i/video/7473529798565055790,34,0,0,1027,2025-02-21,@demps.8i,7473529798565055790
https://www.tiktok.com/@obadia.goodman/video/7473525294411025710,26,0,0,865,2025-02-21,@obadia.goodman,7473525294411025710
https://www.tiktok.com/@ironease8/video/7473525226169470250,28,0,0,911,2025-02-21,@ironease8,7473525226169470250
https://www.tiktok.com/@xochitlpadmore/video/7473837993401388295,5,0,0,350,2025-02-21,@xochitlpadmore,7473837993401388295
https://www.tiktok.com/@neakasamagic1/video/7473838192333180206,9,1,4,218,2025-02-21,@neakasamagic1,7473838192333180206
https://www.tiktok.com/@dalmixqgivy/video/7473837406899440942,3,0,0,3820,2025-02-21,@dalmixqgivy,7473837406899440942
https://www.tiktok.com/@willexkn44s/video/7473525656421256478,15,3,1,355,2025-02-21,@willexkn44s,7473525656421256478
https://www.tiktok.com/@dug20315fpo/video/7473509537841024302,7,0,0,209,2025-02-21,@dug20315fpo,7473509537841024302
https://www.tiktok.com/@iciarykrr18/video/7473509723384401198,0,0,0,138,2025-02-21,@iciarykrr18,7473509723384401198
https://www.tiktok.com/@alardo.richter/video/7473380234683862314,38,2,3,881,2025-02-20,@alardo.richter,7473380234683862314
https://www.tiktok.com/@alardo.richter/video/7473133098004303150,19,1,1,824,2025-02-20,@alardo.richter,7473133098004303150
https://www.tiktok.com/@luckily077/video/7473380610233453866,38,0,2,859,2025-02-20,@luckily077,7473380610233453866
https://www.tiktok.com/@luckily077/video/7473132906412674350,45,0,3,815,2025-02-20,@luckily077,7473132906412674350
https://www.tiktok.com/@eeds1g/video/7473380298739207467,13,0,3,367,2025-02-20,@eeds1g,7473380298739207467
https://www.tiktok.com/@eeds1g/video/7473132108676975918,0,0,2,257,2025-02-20,@eeds1g,7473132108676975918
https://www.tiktok.com/@demps.8i/video/7473379029391772970,26,0,0,947,2025-02-20,@demps.8i,7473379029391772970
https://www.tiktok.com/@demps.8i/video/7473128735533796651,24,0,2,1524,2025-02-20,@demps.8i,7473128735533796651
https://www.tiktok.com/@obadia.goodman/video/7473378771886705963,41,0,1,1411,2025-02-20,@obadia.goodman,7473378771886705963
https://www.tiktok.com/@obadia.goodman/video/7473128887984196910,36,0,1,900,2025-02-20,@obadia.goodman,7473128887984196910
https://www.tiktok.com/@ironease8/video/7473378689510624558,25,0,2,810,2025-02-20,@ironease8,7473378689510624558
https://www.tiktok.com/@ironease8/video/7473150183325617454,21,0,0,322,2025-02-20,@ironease8,7473150183325617454
https://www.tiktok.com/@eeds1u/video/7473378962656316718,27,0,0,567,2025-02-20,@eeds1u,7473378962656316718
https://www.tiktok.com/@eeds1u/video/7473129414625201451,2,0,0,290,2025-02-20,@eeds1u,7473129414625201451
https://www.tiktok.com/@xochitlpadmore/video/7473467269314530567,14,0,2,704,2025-02-20,@xochitlpadmore,7473467269314530567
https://www.tiktok.com/@xochitlpadmore/video/7473148575711497490,2,0,0,134,2025-02-20,@xochitlpadmore,7473148575711497490
https://www.tiktok.com/@neakasamagic1/video/7473465930035629355,7,0,0,282,2025-02-20,@neakasamagic1,7473465930035629355
https://www.tiktok.com/@neakasamagic1/video/7473147249728425262,1,0,1,250,2025-02-20,@neakasamagic1,7473147249728425262
https://www.tiktok.com/@dalmixqgivy/video/7473466470844894506,10,0,1,288,2025-02-20,@dalmixqgivy,7473466470844894506
